#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ANXA2	MSN	9606.ENSP00000346032	9606.ENSP00000353408	0	0	0	0	0.100	0.056	0	0.459	0.500
ANXA2	RAC1	9606.ENSP00000346032	9606.ENSP00000348461	0	0	0	0	0.051	0.130	0	0.447	0.503
ANXA2	GSN	9606.ENSP00000346032	9606.ENSP00000362924	0	0	0	0	0.074	0	0	0.501	0.518
ANXA2	FLOT1	9606.ENSP00000346032	9606.ENSP00000365569	0	0	0	0	0	0	0	0.526	0.526
ANXA2	PDCD6IP	9606.ENSP00000346032	9606.ENSP00000411825	0	0	0	0	0.062	0	0	0.518	0.528
ANXA2	HSPA8	9606.ENSP00000346032	9606.ENSP00000432083	0	0	0	0	0	0	0	0.532	0.532
ANXA2	PPIA	9606.ENSP00000346032	9606.ENSP00000419425	0	0	0	0	0.062	0	0	0.547	0.557
ANXA2	FN1	9606.ENSP00000346032	9606.ENSP00000346839	0	0	0	0	0.107	0.074	0	0.519	0.568
ANXA2	VIM	9606.ENSP00000346032	9606.ENSP00000446007	0	0.002	0	0	0.235	0.156	0	0.402	0.580
ANXA2	RAB14	9606.ENSP00000346032	9606.ENSP00000362946	0	0	0	0	0	0.270	0	0.471	0.597
ANXA2	EZR	9606.ENSP00000346032	9606.ENSP00000356042	0	0	0	0	0.091	0.056	0	0.628	0.653
ANXA2	CD9	9606.ENSP00000346032	9606.ENSP00000371958	0	0	0	0	0.105	0	0	0.659	0.682
ANXA2	CD44	9606.ENSP00000346032	9606.ENSP00000398632	0	0	0	0	0.161	0	0	0.783	0.810
ANXA2	ANXA6	9606.ENSP00000346032	9606.ENSP00000346550	0	0	0	0.913	0.062	0	0.800	0.822	0.818
ANXA2	S100A10	9606.ENSP00000346032	9606.ENSP00000357801	0	0	0	0	0.714	0.901	0.900	0.989	0.999
ANXA4	GAPDH	9606.ENSP00000377833	9606.ENSP00000229239	0	0	0	0	0	0.056	0	0.484	0.493
ANXA4	ENO1	9606.ENSP00000377833	9606.ENSP00000234590	0	0	0	0	0	0	0	0.458	0.457
ANXA4	APOA1	9606.ENSP00000377833	9606.ENSP00000236850	0	0	0	0	0	0	0	0.432	0.432
ANXA4	SYT1	9606.ENSP00000377833	9606.ENSP00000261205	0	0	0	0	0	0	0	0.451	0.451
ANXA4	CD81	9606.ENSP00000377833	9606.ENSP00000263645	0	0	0	0	0.052	0.042	0	0.680	0.684
ANXA4	PDCD6	9606.ENSP00000377833	9606.ENSP00000264933	0	0	0	0	0	0.057	0	0.408	0.417
ANXA4	S100A11	9606.ENSP00000377833	9606.ENSP00000271638	0	0	0	0	0.089	0.058	0	0.479	0.514
ANXA4	PDIA3	9606.ENSP00000377833	9606.ENSP00000300289	0	0	0	0	0.062	0.324	0	0.283	0.506
ANXA4	CALR	9606.ENSP00000377833	9606.ENSP00000320866	0	0	0	0	0.053	0.056	0	0.440	0.456
ANXA4	HSP90AA1	9606.ENSP00000377833	9606.ENSP00000335153	0	0	0	0	0	0.056	0	0.519	0.526
ANXA4	MSN	9606.ENSP00000377833	9606.ENSP00000353408	0	0	0	0	0.062	0.056	0	0.377	0.400
ANXA4	S100A9	9606.ENSP00000377833	9606.ENSP00000357727	0	0	0	0	0	0.290	0	0.218	0.421
ANXA4	S100A10	9606.ENSP00000377833	9606.ENSP00000357801	0	0	0	0	0.085	0.058	0	0.500	0.532
ANXA4	GSN	9606.ENSP00000377833	9606.ENSP00000362924	0	0	0	0	0.080	0	0	0.391	0.416
ANXA4	CD9	9606.ENSP00000377833	9606.ENSP00000371958	0	0	0	0	0.063	0	0	0.662	0.669
ANXA4	HSPA8	9606.ENSP00000377833	9606.ENSP00000432083	0	0	0	0	0	0	0	0.458	0.458
ANXA4	PDCD6IP	9606.ENSP00000377833	9606.ENSP00000411825	0	0	0	0	0	0	0	0.468	0.468
ANXA5	APOH	9606.ENSP00000296511	9606.ENSP00000205948	0	0	0	0	0	0	0	0.787	0.787
ANXA5	LGALS1	9606.ENSP00000296511	9606.ENSP00000215909	0	0	0	0	0.234	0.060	0	0.326	0.473
ANXA5	CD38	9606.ENSP00000296511	9606.ENSP00000226279	0	0	0	0	0	0	0	0.591	0.591
ANXA5	GAPDH	9606.ENSP00000296511	9606.ENSP00000229239	0	0	0	0	0.081	0.056	0	0.888	0.896
ANXA5	ENO1	9606.ENSP00000296511	9606.ENSP00000234590	0	0	0	0	0.091	0	0	0.390	0.421
ANXA5	CTSD	9606.ENSP00000296511	9606.ENSP00000236671	0	0	0	0	0.063	0	0	0.392	0.405
ANXA5	CAT	9606.ENSP00000296511	9606.ENSP00000241052	0	0	0	0	0.062	0.148	0	0.613	0.664
ANXA5	CANX	9606.ENSP00000296511	9606.ENSP00000247461	0	0	0	0	0.078	0	0	0.418	0.440
ANXA5	TUBA4A	9606.ENSP00000296511	9606.ENSP00000248437	0	0	0	0	0.063	0	0.900	0.184	0.916
ANXA5	HSPB1	9606.ENSP00000296511	9606.ENSP00000248553	0	0	0	0	0.062	0.042	0	0.482	0.494
ANXA5	ITGAV	9606.ENSP00000296511	9606.ENSP00000261023	0	0	0	0	0.097	0	0	0.392	0.427
ANXA5	CD81	9606.ENSP00000296511	9606.ENSP00000263645	0	0	0	0	0.062	0	0	0.634	0.642
ANXA5	DNAJC10	9606.ENSP00000296511	9606.ENSP00000264065	0	0	0	0	0	0.058	0	0.448	0.458
ANXA5	PDCD6	9606.ENSP00000296511	9606.ENSP00000264933	0	0	0	0	0	0.284	0	0.261	0.448
ANXA5	VDAC1	9606.ENSP00000296511	9606.ENSP00000265333	0	0	0	0	0	0	0	0.427	0.426
ANXA5	CDH2	9606.ENSP00000296511	9606.ENSP00000269141	0	0	0	0	0	0.061	0	0.556	0.565
ANXA5	SOD1	9606.ENSP00000296511	9606.ENSP00000270142	0	0	0	0	0.049	0.056	0.900	0.368	0.935
ANXA5	S100A11	9606.ENSP00000296511	9606.ENSP00000271638	0	0	0	0	0.271	0.058	0	0.492	0.621
ANXA5	EGFR	9606.ENSP00000296511	9606.ENSP00000275493	0	0	0	0	0.065	0	0	0.727	0.733
ANXA5	ENDOD1	9606.ENSP00000296511	9606.ENSP00000278505	0	0	0	0	0	0	0.900	0	0.900
ANXA5	THY1	9606.ENSP00000296511	9606.ENSP00000284240	0	0	0	0	0	0	0	0.589	0.589
ANXA5	S100B	9606.ENSP00000296511	9606.ENSP00000291700	0	0	0	0	0	0	0	0.454	0.454
ANXA5	YWHAZ	9606.ENSP00000296511	9606.ENSP00000379287	0	0	0	0	0.062	0.084	0	0.358	0.400
ANXA5	SPP1	9606.ENSP00000296511	9606.ENSP00000378517	0	0	0	0	0.062	0	0	0.391	0.404
ANXA5	FLOT1	9606.ENSP00000296511	9606.ENSP00000365569	0	0	0	0	0.062	0	0	0.391	0.404
ANXA5	HSP90AB1	9606.ENSP00000296511	9606.ENSP00000360609	0	0	0	0	0	0.056	0	0.395	0.405
ANXA5	ITGA2	9606.ENSP00000296511	9606.ENSP00000296585	0	0	0	0	0	0	0	0.417	0.417
ANXA5	S100A8	9606.ENSP00000296511	9606.ENSP00000357722	0	0	0	0	0	0.290	0	0.218	0.421
ANXA5	CD276	9606.ENSP00000296511	9606.ENSP00000320084	0	0	0	0	0.077	0	0	0.401	0.423
ANXA5	NPM1	9606.ENSP00000296511	9606.ENSP00000296930	0	0	0	0	0.064	0.058	0	0.406	0.430
ANXA5	P4HB	9606.ENSP00000296511	9606.ENSP00000327801	0	0	0	0	0.088	0.058	0	0.391	0.431
ANXA5	MAP1A	9606.ENSP00000296511	9606.ENSP00000300231	0	0	0	0	0.062	0	0	0.424	0.437
ANXA5	LDHA	9606.ENSP00000296511	9606.ENSP00000445175	0	0	0	0	0.096	0	0	0.404	0.439
ANXA5	PKM	9606.ENSP00000296511	9606.ENSP00000320171	0	0	0	0	0.088	0	0	0.418	0.446
ANXA5	NES	9606.ENSP00000296511	9606.ENSP00000357206	0	0	0	0	0.085	0	0	0.429	0.456
ANXA5	TUBB	9606.ENSP00000296511	9606.ENSP00000339001	0	0	0	0	0.058	0.272	0	0.277	0.460
ANXA5	HSP90B1	9606.ENSP00000296511	9606.ENSP00000299767	0	0	0	0	0.087	0.056	0	0.424	0.460
ANXA5	HSPA9	9606.ENSP00000296511	9606.ENSP00000297185	0	0	0	0	0.065	0	0	0.451	0.465
ANXA5	GSN	9606.ENSP00000296511	9606.ENSP00000362924	0	0	0	0	0.066	0	0	0.457	0.471
ANXA5	VIM	9606.ENSP00000296511	9606.ENSP00000446007	0	0.003	0	0	0.242	0.094	0	0.294	0.473
ANXA5	CTSB	9606.ENSP00000296511	9606.ENSP00000345672	0	0	0	0	0.096	0.063	0	0.429	0.474
ANXA5	SOD2	9606.ENSP00000296511	9606.ENSP00000446252	0	0	0	0	0	0.151	0	0.421	0.487
ANXA5	NCAM1	9606.ENSP00000296511	9606.ENSP00000480132	0	0	0	0	0	0	0	0.505	0.505
ANXA5	HSPA8	9606.ENSP00000296511	9606.ENSP00000432083	0	0	0	0	0.097	0	0	0.485	0.515
ANXA5	F2	9606.ENSP00000296511	9606.ENSP00000308541	0	0	0	0	0	0.056	0	0.537	0.544
ANXA5	S100A10	9606.ENSP00000296511	9606.ENSP00000357801	0	0	0	0	0.235	0.058	0	0.431	0.554
ANXA5	ITGB1	9606.ENSP00000296511	9606.ENSP00000379350	0	0	0	0	0.126	0	0	0.520	0.563
ANXA5	MAP1LC3A	9606.ENSP00000296511	9606.ENSP00000363970	0	0	0	0	0	0	0	0.592	0.592
ANXA5	PDIA3	9606.ENSP00000296511	9606.ENSP00000300289	0	0	0	0	0.089	0.394	0	0.324	0.595
ANXA5	CALR	9606.ENSP00000296511	9606.ENSP00000320866	0	0	0	0	0.085	0.056	0	0.571	0.598
ANXA5	HRAS	9606.ENSP00000296511	9606.ENSP00000407586	0	0	0	0	0	0	0	0.606	0.606
ANXA5	HSP90AA1	9606.ENSP00000296511	9606.ENSP00000335153	0	0	0	0	0	0.056	0	0.612	0.618
ANXA5	TFRC	9606.ENSP00000296511	9606.ENSP00000353224	0	0	0	0	0.049	0	0	0.632	0.635
ANXA5	FN1	9606.ENSP00000296511	9606.ENSP00000346839	0	0	0	0	0.103	0	0	0.618	0.642
ANXA5	HSPA5	9606.ENSP00000296511	9606.ENSP00000324173	0	0	0	0	0.076	0	0	0.680	0.691
ANXA5	CTNNB1	9606.ENSP00000296511	9606.ENSP00000344456	0	0	0	0	0.063	0	0	0.689	0.696
ANXA5	H2AFX	9606.ENSP00000296511	9606.ENSP00000434024	0	0	0	0	0	0.270	0	0.604	0.698
ANXA5	CD9	9606.ENSP00000296511	9606.ENSP00000371958	0	0	0	0	0.101	0	0	0.690	0.709
ANXA5	CD44	9606.ENSP00000296511	9606.ENSP00000398632	0	0	0	0	0.096	0	0	0.707	0.724
ANXA5	PARP1	9606.ENSP00000296511	9606.ENSP00000355759	0	0	0	0	0	0	0	0.732	0.732
ANXA5	PTPRC	9606.ENSP00000296511	9606.ENSP00000411355	0	0	0	0	0	0	0	0.798	0.798
ANXA5	S100A9	9606.ENSP00000296511	9606.ENSP00000357727	0	0	0	0	0	0.731	0	0.447	0.845
ANXA6	CD74	9606.ENSP00000346550	9606.ENSP00000009530	0	0	0	0	0.078	0	0	0.487	0.506
ANXA6	GAPDH	9606.ENSP00000346550	9606.ENSP00000229239	0	0	0	0	0.052	0.056	0	0.485	0.499
ANXA6	ENO1	9606.ENSP00000346550	9606.ENSP00000234590	0	0	0	0	0.062	0	0	0.452	0.463
ANXA6	APOA1	9606.ENSP00000346550	9606.ENSP00000236850	0	0	0	0	0.062	0	0	0.441	0.453
ANXA6	LRP1	9606.ENSP00000346550	9606.ENSP00000243077	0	0	0	0	0.072	0	0	0.897	0.900
ANXA6	SDCBP	9606.ENSP00000346550	9606.ENSP00000260130	0	0	0	0	0	0	0	0.418	0.418
ANXA6	CD81	9606.ENSP00000346550	9606.ENSP00000263645	0	0	0	0	0.091	0.042	0	0.681	0.698
ANXA6	PDCD6	9606.ENSP00000346550	9606.ENSP00000264933	0	0	0	0	0	0.058	0	0.401	0.411
ANXA6	S100A11	9606.ENSP00000346550	9606.ENSP00000271638	0	0	0	0	0.062	0.058	0	0.719	0.730
ANXA6	EGFR	9606.ENSP00000346550	9606.ENSP00000275493	0	0	0	0	0	0	0	0.495	0.496
ANXA6	S100B	9606.ENSP00000346550	9606.ENSP00000291700	0	0	0	0	0	0.270	0	0.878	0.907
ANXA6	S100A1	9606.ENSP00000346550	9606.ENSP00000292169	0	0	0	0	0.062	0.282	0	0.279	0.472
ANXA6	SYN1	9606.ENSP00000346550	9606.ENSP00000295987	0	0	0	0	0	0	0	0.432	0.433
ANXA6	CALR	9606.ENSP00000346550	9606.ENSP00000320866	0	0	0	0	0.062	0.056	0	0.586	0.602
ANXA6	HSP90AA1	9606.ENSP00000346550	9606.ENSP00000335153	0	0	0	0	0	0.056	0	0.548	0.555
ANXA6	VAPA	9606.ENSP00000346550	9606.ENSP00000345656	0	0	0	0	0	0	0	0.450	0.450
ANXA6	FN1	9606.ENSP00000346550	9606.ENSP00000346839	0	0	0	0	0.062	0	0	0.392	0.405
ANXA6	GSN	9606.ENSP00000346550	9606.ENSP00000362924	0	0	0	0	0.062	0	0	0.392	0.405
ANXA6	SLC44A1	9606.ENSP00000346550	9606.ENSP00000363852	0	0	0	0	0	0.400	0	0.059	0.411
ANXA6	HSPA8	9606.ENSP00000346550	9606.ENSP00000432083	0	0	0	0	0	0	0	0.420	0.420
ANXA6	FLOT1	9606.ENSP00000346550	9606.ENSP00000365569	0	0	0	0	0.062	0	0	0.413	0.425
ANXA6	S100A9	9606.ENSP00000346550	9606.ENSP00000357727	0	0	0	0	0	0.290	0	0.261	0.452
ANXA6	HRAS	9606.ENSP00000346550	9606.ENSP00000407586	0	0	0	0	0	0	0	0.456	0.456
ANXA6	IGSF8	9606.ENSP00000346550	9606.ENSP00000357065	0	0	0	0	0.065	0.350	0	0.231	0.492
ANXA6	PDCD6IP	9606.ENSP00000346550	9606.ENSP00000411825	0	0	0	0	0.062	0	0	0.501	0.511
ANXA6	S100A8	9606.ENSP00000346550	9606.ENSP00000357722	0	0	0	0	0	0.290	0	0.450	0.593
ANXA6	S100A10	9606.ENSP00000346550	9606.ENSP00000357801	0	0	0	0	0.062	0.207	0	0.590	0.668
ANXA6	CD9	9606.ENSP00000346550	9606.ENSP00000371958	0	0	0	0	0	0.270	0	0.707	0.776
ANXA6	PRKCA	9606.ENSP00000346550	9606.ENSP00000408695	0	0	0	0	0	0.270	0	0.900	0.924
ANXA7	GAPDH	9606.ENSP00000362010	9606.ENSP00000229239	0	0	0	0	0.052	0.056	0	0.473	0.488
ANXA7	APOA1	9606.ENSP00000362010	9606.ENSP00000236850	0	0	0	0	0	0	0	0.400	0.400
ANXA7	SNAP25	9606.ENSP00000362010	9606.ENSP00000254976	0	0	0	0	0	0	0	0.457	0.457
ANXA7	SORT1	9606.ENSP00000362010	9606.ENSP00000256637	0	0	0	0	0	0	0	0.444	0.444
ANXA7	SDCBP	9606.ENSP00000362010	9606.ENSP00000260130	0	0	0	0	0	0	0	0.400	0.400
ANXA7	DNAJC13	9606.ENSP00000362010	9606.ENSP00000260818	0	0	0	0	0	0	0	0.424	0.424
ANXA7	PEBP1	9606.ENSP00000362010	9606.ENSP00000261313	0	0	0	0	0.049	0.056	0	0.487	0.499
ANXA7	CD81	9606.ENSP00000362010	9606.ENSP00000263645	0	0	0	0	0.062	0.270	0	0.681	0.762
ANXA7	PDCD6	9606.ENSP00000362010	9606.ENSP00000264933	0	0	0	0	0.074	0.471	0	0.597	0.785
ANXA7	RAB7A	9606.ENSP00000362010	9606.ENSP00000265062	0	0	0	0	0.099	0	0	0.457	0.489
ANXA7	SRI	9606.ENSP00000362010	9606.ENSP00000265729	0	0	0	0	0.062	0.665	0	0.977	0.992
ANXA7	S100A11	9606.ENSP00000362010	9606.ENSP00000271638	0	0	0	0	0.062	0.058	0	0.413	0.436
ANXA7	STOM	9606.ENSP00000362010	9606.ENSP00000286713	0	0	0	0	0	0	0	0.409	0.409
ANXA7	CALR	9606.ENSP00000362010	9606.ENSP00000320866	0	0	0	0	0.056	0.056	0	0.576	0.590
ANXA7	HSP90AA1	9606.ENSP00000362010	9606.ENSP00000335153	0	0	0	0	0	0.056	0	0.545	0.552
ANXA7	CTSB	9606.ENSP00000362010	9606.ENSP00000345672	0	0	0	0	0.062	0.362	0	0.244	0.508
ANXA7	MSN	9606.ENSP00000362010	9606.ENSP00000353408	0	0	0	0	0.060	0.056	0	0.400	0.421
ANXA7	S100A10	9606.ENSP00000362010	9606.ENSP00000357801	0	0	0	0	0.062	0.450	0	0.509	0.725
ANXA7	FLOT2	9606.ENSP00000362010	9606.ENSP00000378368	0	0	0	0	0.049	0	0	0.402	0.406
ANXA7	FLOT1	9606.ENSP00000362010	9606.ENSP00000365569	0	0	0	0	0.049	0	0	0.450	0.454
ANXA7	PDCD6IP	9606.ENSP00000362010	9606.ENSP00000411825	0	0	0	0	0.120	0	0	0.501	0.542
ANXA7	GCA	9606.ENSP00000362010	9606.ENSP00000394842	0	0	0	0	0.051	0.131	0	0.523	0.573
ANXA7	CD9	9606.ENSP00000362010	9606.ENSP00000371958	0	0	0	0	0.062	0	0	0.695	0.701
ANXA7	PARK7	9606.ENSP00000362010	9606.ENSP00000418770	0	0	0	0	0.084	0.683	0	0.180	0.741
AP2A1	CD74	9606.ENSP00000351926	9606.ENSP00000009530	0	0	0	0	0	0	0.600	0	0.600
AP2A1	ARF3	9606.ENSP00000351926	9606.ENSP00000256682	0	0	0	0	0.063	0.164	0	0.368	0.461
AP2A1	SYT1	9606.ENSP00000351926	9606.ENSP00000261205	0	0	0	0	0	0.347	0	0.279	0.509
AP2A1	RAB7A	9606.ENSP00000351926	9606.ENSP00000265062	0	0	0	0	0.066	0	0	0.384	0.400
AP2A1	RPS27A	9606.ENSP00000351926	9606.ENSP00000272317	0	0	0	0	0.062	0.069	0.600	0.055	0.625
AP2A1	EGFR	9606.ENSP00000351926	9606.ENSP00000275493	0	0	0	0	0.062	0.686	0.600	0.166	0.888
AP2A1	GRIA2	9606.ENSP00000351926	9606.ENSP00000296526	0	0	0	0	0	0.061	0.900	0.065	0.904
AP2A1	F2	9606.ENSP00000351926	9606.ENSP00000308541	0	0	0	0	0	0	0.900	0	0.900
AP2A1	DPYSL2	9606.ENSP00000351926	9606.ENSP00000309539	0	0	0	0	0	0.270	0.600	0.061	0.702
AP2A1	BIN1	9606.ENSP00000351926	9606.ENSP00000316779	0	0	0	0	0.065	0.482	0.900	0.326	0.963
AP2A1	RAP2B	9606.ENSP00000351926	9606.ENSP00000319096	0	0	0	0	0.070	0.164	0	0.339	0.442
AP2A1	PLEC	9606.ENSP00000351926	9606.ENSP00000323856	0	0	0	0	0.094	0	0	0.448	0.479
AP2A1	VAPA	9606.ENSP00000351926	9606.ENSP00000345656	0	0	0	0	0.062	0	0	0.431	0.443
AP2A1	STXBP1	9606.ENSP00000351926	9606.ENSP00000362399	0	0	0	0	0.164	0.060	0	0.297	0.400
AP2A1	MAP1LC3A	9606.ENSP00000351926	9606.ENSP00000363970	0	0	0	0	0.079	0.444	0	0.064	0.479
AP2A1	MYO6	9606.ENSP00000351926	9606.ENSP00000358994	0	0	0	0	0.062	0.486	0	0.195	0.578
AP2A1	HLA-DQA2	9606.ENSP00000351926	9606.ENSP00000364076	0	0	0	0	0	0	0.600	0	0.600
AP2A1	TF	9606.ENSP00000351926	9606.ENSP00000385834	0	0	0	0	0	0	0.600	0	0.600
AP2A1	HLA-DRA	9606.ENSP00000351926	9606.ENSP00000378786	0	0	0	0	0	0	0.600	0	0.600
AP2A1	TFRC	9606.ENSP00000351926	9606.ENSP00000353224	0	0	0	0	0.062	0	0.600	0.142	0.650
AP2A1	RDX	9606.ENSP00000351926	9606.ENSP00000384136	0	0	0	0	0.054	0	0.650	0.058	0.660
AP2A1	MSN	9606.ENSP00000351926	9606.ENSP00000353408	0	0	0	0	0.065	0	0.650	0.058	0.665
AP2A1	EZR	9606.ENSP00000351926	9606.ENSP00000356042	0	0	0	0	0.054	0.094	0.650	0.058	0.679
AP2A1	SNAP91	9606.ENSP00000351926	9606.ENSP00000400459	0	0	0	0	0.166	0.332	0	0.542	0.722
AP2A1	SH3GL2	9606.ENSP00000351926	9606.ENSP00000369981	0	0	0	0	0.062	0	0.600	0.471	0.784
AP2A1	PRKCA	9606.ENSP00000351926	9606.ENSP00000408695	0	0	0	0	0.062	0	0.900	0.113	0.909
AP2A1	DNM1	9606.ENSP00000351926	9606.ENSP00000362014	0	0	0	0	0.107	0.375	0.900	0.529	0.970
AP2A1	CLTC	9606.ENSP00000351926	9606.ENSP00000479606	0	0	0	0	0.262	0.535	0.900	0.741	0.989
APCS	APOH	9606.ENSP00000255040	9606.ENSP00000205948	0	0	0	0	0.179	0	0	0.479	0.554
APCS	VTN	9606.ENSP00000255040	9606.ENSP00000226218	0	0	0	0	0.138	0	0	0.470	0.523
APCS	HRG	9606.ENSP00000255040	9606.ENSP00000232003	0	0	0	0	0.302	0	0	0.390	0.556
APCS	APOA1	9606.ENSP00000255040	9606.ENSP00000236850	0	0	0	0	0.116	0	0	0.556	0.591
APCS	TTR	9606.ENSP00000255040	9606.ENSP00000237014	0	0	0	0	0.109	0	0	0.746	0.764
APCS	C3	9606.ENSP00000255040	9606.ENSP00000245907	0	0	0	0	0.065	0	0	0.519	0.531
APCS	APOE	9606.ENSP00000255040	9606.ENSP00000252486	0	0	0	0	0.062	0	0	0.581	0.590
APCS	APOA2	9606.ENSP00000255040	9606.ENSP00000356969	0	0	0	0	0.137	0	0	0.341	0.407
APCS	CP	9606.ENSP00000255040	9606.ENSP00000264613	0	0	0	0	0.089	0	0	0.391	0.421
APCS	GIG25	9606.ENSP00000255040	9606.ENSP00000376793	0	0	0	0	0.064	0	0	0.422	0.435
APCS	C4A	9606.ENSP00000255040	9606.ENSP00000396688	0	0	0	0	0.064	0	0	0.466	0.478
APCS	CTSB	9606.ENSP00000255040	9606.ENSP00000345672	0	0	0	0	0	0.270	0	0.316	0.480
APCS	FGG	9606.ENSP00000255040	9606.ENSP00000336829	0	0	0	0	0.212	0	0	0.375	0.487
APCS	GSN	9606.ENSP00000255040	9606.ENSP00000362924	0	0	0	0	0.062	0	0	0.488	0.499
APCS	SERPINC1	9606.ENSP00000255040	9606.ENSP00000356671	0	0	0	0	0.231	0	0	0.375	0.499
APCS	SPTA1	9606.ENSP00000255040	9606.ENSP00000357129	0	0	0	0	0	0	0	0.502	0.502
APCS	APOA4	9606.ENSP00000255040	9606.ENSP00000350425	0	0	0	0	0.109	0	0	0.469	0.507
APCS	SERPINA1	9606.ENSP00000255040	9606.ENSP00000416066	0	0	0	0	0.132	0	0	0.459	0.510
APCS	CLU	9606.ENSP00000255040	9606.ENSP00000315130	0	0	0	0	0.062	0	0	0.503	0.513
APCS	FGA	9606.ENSP00000255040	9606.ENSP00000306361	0	0	0	0	0.243	0	0	0.390	0.518
APCS	ITIH4	9606.ENSP00000255040	9606.ENSP00000266041	0	0	0	0	0.213	0	0	0.414	0.520
APCS	SAA4	9606.ENSP00000255040	9606.ENSP00000278222	0	0	0	0	0.214	0	0	0.431	0.534
APCS	ORM2	9606.ENSP00000255040	9606.ENSP00000394936	0	0	0	0	0.130	0	0	0.502	0.548
APCS	HPX	9606.ENSP00000255040	9606.ENSP00000265983	0	0	0	0	0.215	0	0	0.457	0.555
APCS	ORM1	9606.ENSP00000255040	9606.ENSP00000259396	0	0	0	0	0.145	0	0	0.503	0.557
APCS	HP	9606.ENSP00000255040	9606.ENSP00000348170	0	0	0	0	0.099	0	0	0.572	0.598
APCS	H2AFX	9606.ENSP00000255040	9606.ENSP00000434024	0	0	0	0	0	0	0.600	0	0.600
APCS	FN1	9606.ENSP00000255040	9606.ENSP00000346839	0	0	0	0	0	0.270	0	0.477	0.602
APCS	HIST1H2BA	9606.ENSP00000255040	9606.ENSP00000274764	0	0	0	0	0	0	0.600	0.072	0.613
APCS	SAA1	9606.ENSP00000255040	9606.ENSP00000384906	0	0	0	0	0.107	0	0	0.601	0.628
APCS	C4BPA	9606.ENSP00000255040	9606.ENSP00000356037	0	0	0	0	0.121	0.487	0	0.333	0.673
APCS	CALU	9606.ENSP00000255040	9606.ENSP00000438248	0	0	0	0	0	0.270	0	0.685	0.760
APMAP	ATP5A1	9606.ENSP00000217456	9606.ENSP00000381736	0.052	0	0	0	0.181	0	0	0.291	0.401
APMAP	ENO1	9606.ENSP00000217456	9606.ENSP00000234590	0.042	0	0	0	0.062	0.345	0	0.199	0.466
APMAP	PRDX2	9606.ENSP00000217456	9606.ENSP00000301522	0.050	0	0	0	0	0	0	0.519	0.523
APMAP	RTN4	9606.ENSP00000217456	9606.ENSP00000337838	0	0	0	0	0	0.173	0	0.555	0.616
APMAP	PTPRC	9606.ENSP00000217456	9606.ENSP00000411355	0	0	0	0	0.065	0	0	0.620	0.629
APOA1	APOH	9606.ENSP00000236850	9606.ENSP00000205948	0	0	0	0	0.845	0.386	0.720	0.663	0.989
APOA1	PON2	9606.ENSP00000236850	9606.ENSP00000222572	0	0	0	0	0.062	0	0	0.465	0.477
APOA1	VTN	9606.ENSP00000236850	9606.ENSP00000226218	0	0	0	0	0.298	0	0	0.580	0.693
APOA1	APOC3	9606.ENSP00000236850	9606.ENSP00000227667	0	0	0	0	0.957	0	0.800	0.938	0.999
APOA1	GAPDH	9606.ENSP00000236850	9606.ENSP00000229239	0	0	0	0	0	0	0	0.457	0.457
APOA1	LTF	9606.ENSP00000236850	9606.ENSP00000231751	0	0	0	0	0.145	0	0.500	0.281	0.665
APOA1	HRG	9606.ENSP00000236850	9606.ENSP00000232003	0	0	0	0	0.150	0	0	0.414	0.480
APOA1	APOB	9606.ENSP00000236850	9606.ENSP00000233242	0	0	0	0	0.793	0.698	0.720	0.928	0.998
APOA1	C4BPA	9606.ENSP00000236850	9606.ENSP00000356037	0	0	0	0	0.111	0	0	0.357	0.404
APOA1	CAT	9606.ENSP00000236850	9606.ENSP00000241052	0	0	0	0	0.062	0	0	0.391	0.404
APOA1	ITIH1	9606.ENSP00000236850	9606.ENSP00000273283	0	0	0	0	0.135	0	0	0.341	0.406
APOA1	CHL1	9606.ENSP00000236850	9606.ENSP00000256509	0	0	0	0	0	0	0	0.414	0.414
APOA1	HSP90B1	9606.ENSP00000236850	9606.ENSP00000299767	0	0	0	0	0	0	0.300	0.210	0.423
APOA1	PRDX2	9606.ENSP00000236850	9606.ENSP00000301522	0	0	0	0	0.049	0	0	0.421	0.425
APOA1	PLIN2	9606.ENSP00000236850	9606.ENSP00000276914	0	0	0	0	0.066	0	0	0.439	0.453
APOA1	SORT1	9606.ENSP00000236850	9606.ENSP00000256637	0	0	0	0	0	0	0	0.458	0.457
APOA1	HBA2	9606.ENSP00000236850	9606.ENSP00000251595	0	0	0	0	0.051	0	0	0.465	0.470
APOA1	CALR	9606.ENSP00000236850	9606.ENSP00000320866	0	0	0	0	0	0	0.300	0.280	0.474
APOA1	THY1	9606.ENSP00000236850	9606.ENSP00000284240	0	0	0	0	0	0	0	0.498	0.497
APOA1	C4A	9606.ENSP00000236850	9606.ENSP00000396688	0	0	0	0	0.117	0	0	0.501	0.541
APOA1	BIN1	9606.ENSP00000236850	9606.ENSP00000316779	0	0	0	0	0	0	0.540	0.103	0.569
APOA1	ITIH4	9606.ENSP00000236850	9606.ENSP00000266041	0	0	0	0	0.092	0	0	0.552	0.576
